Content,Label
140 lat temu JCW Wilhelm II ogłosił Zasadę 3K:  Kinder,Korwin
Kiedyś na paryskim bruku,Korwin
W tej Kalifornii to chyba mają jakiś patent. jak kiedyś PSL na Mazowszu. Republikanin. by wygrać. musi mieć ok. 10% przewagi – i kilku się to udało: p.LaMalfa – 65% p.Kiley – 55.7% p.McClintock – 61.8% p.Fong – 65.2% p.Obernolte – 61.2% p.Valadao – 53.4% pani Kim – 55.3% p.Issa,Korwin
W Niemczech rozpadła się koalicja rządząca. FPD nie potrafiła tolerować kosztów polityki klimatycznej.,Korwin
Niekoniecznie. Niektórzy starzy Jamajczycy mogą nadal być poddanymi,Korwin
Wyobraźmy sobie. że rok temu JE Andrzej Duda nie uznaje przegranych przez PiS wyborów. bo Rosja popierała swojego p.Donalda Tuska; wzywa do powtórzenia wyborów. a jak nie to do budowy barykad. To właśnie robi JE Salomea Zurabishvili w Gruzji. a Polacy uważają to za normalność!!!,Korwin
Na czym polegała pełna kontrola nad Ukrainą za Janukowycza skoro nie potrafiła nawet zapobiec obaleniu p.Janukowycza przez Amerykanów??!? Tak - w 2022 chcieli połknąć całą U,Korwin
Rzecz w tym. że sondaż exit-poll dający p.Georgescu 5% ogłoszono na dwie godziny przed zakończeniem głosowania,Korwin
Po to. by musieli pokazać mnie w TV - przeciez mnie NIE MA OD LAT! A ja chcę przekonać kilku generałów... plus kilkanascie procent. by tych generałów poparli.,Korwin
Kapitał. oczywiście. nie ma narodowości. Natomiast urzędnicy państwowi mają OBYWATELSTWO - więc popierają firmy. które płacą podatki w ich państwach - bo przecież z tych podatków pochodzą pensje tych urzędników.  Chyba jasne i oczywiste?Każdy libek Ci powie że kapitał nie ma narodowości. Klasyk wolnego rynku Rysiu Petru mawiał że....,Korwin
by się nie skompromitować całkowicie.,Korwin
Tak. ja zawsze. uczciwie i otwarcie. pochwalam hipokryzję. To podstawa cywilizacji. Hipokryzja to hołd składany Cnocie przez Występek,Korwin
A gdzie ja lubię Rosję?!? Ja jestem Człowiekiem Zachodu. Ale Ludzie Zachodu - Niemcy,Korwin
Tak. uratował. Śp.Krzyś Hani. komunista i agent KGB. zamordowałby śp.Nelsona Mandelę. umiarkowanego przywódcę - i zaprowadził rządy terroru. mordując wszystkich Białych. Ale czym innym jest chwalić na polit-blogu. gdzie pisze się szczerze. a czym innym w telewizji dla Mugoli.,Korwin
Szopin,Korwin
I nikt jej nie powiedział: Siadaj głupia babo i przestań drzeć mordę!. Za 10 lat w parlamencie Belgii jakiś poseł z młodzieżowej subkultury zacznie się publicznie onanizować - i też nikt się nie wtrąci,Korwin
Reżymowy Ośrodek Studiów Wschodnich donosi:  : 17 listopada Rosjanie przeprowadzili największy od sierpnia atak rakietowy,Korwin
Chyba uknuta przez neo-konserwatywne lobby intryga z wnioskiem JE Radosława Sikorskiego,Korwin
Niech Pan swoje zdanie:  Rosja po ogarnieciu Osetii Awhazji zostawila te tereny samym sobie skonfrontuje z twierdzącymi,Korwin
Włożyli gigantyczną kasę w elektronikę. Mimo to Propaganda Dobra. z JE Salomeą Zurabishvili. bezczelnie twierdzi. że wybory zostały sfałszowane. Bo. jak mówił Wybitny Socjalista. dr Józef Goebbels: Kłamstwo 1000 razy powtórzone staje się prawdą. Jeszcze jakieś 720 razy - i już!Wybory w Gruzji odbywały się w większości lokali elektronicznie. Maszyna elektroniczna odczytuje głos z karty,Korwin
Chmielnickiego i nie rób Pan kpin!Pan Januszek to akurat twierdził że Rosja nie zaatakuje Ukrainy. To czego Rosja chciała wtedy,Korwin
Ok,Korwin
PKiN im.Stalina był w 100% zbudowany przez Sowietów.,Korwin
O co chodzi? Państwo by nadal istniało. tylko panowałby w nim inny duch: duch znany z filmu Sól Ziemi Czarnej. Rządziliby Ślązacy,Korwin
Historia kołem się toczy...,Korwin
Podobno istnieje Grupa Pięciu - Francja,Korwin
Aha: p.Fong to Chińczyk. pani Kim Koreanka. p.Issa syn Libańczyka i Niemki z Czech!,Korwin
walczę z socjalizmem itd. Nie jest moją winą,Korwin
One też - a poza tym piszę ogólnie,Korwin
In fact I am always using monkey; but in this elections...,Korwin
Czytam wpisy pod #PomocnicyPutina i widzę. że żyję wśród nie tylko niepełnosprawnych umysłowo. ale jeszcze cierpiących na paranoję. Na wszelki wypadek przypominam. że to ja jestem agentem Putina; JA - a nie jakiś tam Kaczyński czy Tusk! A p.Romanowski to kumpel p.Wiplera.,Korwin
Ja na szczęście kryptowaluty popieram tradycyjnie. Przetrwały tyle bess: Przecież toto nie jest na niczym oparte,Korwin
To odwieczny problem polityki francuskiej: sercem wspieraja Polskę - rozum każe im wspierac Rosję. Ale teraz wreszcie jest szansa sojuszu Francusko-Polsko-Rosyjskiego przeciwko Niemcom i Ukrainie. Czego nasi politycy nie rozumieją.,Korwin
A co z chomikami i myszami?,Korwin
Fundusz Sprawiedliwości dawał Mu dobrowolnie.,Korwin
Jeszcze o Norylsku. UWAGA: tekst długi - i tylko dla myślących!!,Korwin
Hejt jak hejt - ale pod #OkradaliNajbiedniejszych tego wpisu nie ma. To nie jakiś algorytm liczy wejścia i mnoży przez pierwiastek z lajków - tylko ktoś zarządza ręcznie?,Korwin
WCzc.Przemysław Wipler (Nowa Nadzieja. Toruń) ma kolejne kłopoty (link na obrazku). Nie chcę zajmować się tym. czy popełnił przestępstwo. czy nie - bo egzegeza absurdalnych przepisów II RP to nie dla mnie zajęcie.  Ważne jest. że wbrew linii partii KORWiN poparł budowę wiatraków.,Korwin
Bierze! Ale pecunia non olet...,Korwin
Chat online jak zawsze o 21.30. Pytania mozna zadawać na YouTube:   Jestem też na Rumble -   oraz na TikToku i X na swoim adresie. Pogadamy o p.Januszu Walusiu - i nie tylko.,Korwin
Naukowiec na reżymowej posadzie. czynownik,Korwin
Jak podleczę to cholerne przeziębienie!,Korwin
Powiedzmy. że 10% ludzi podzielających poglądy mainstreamu może na mnie zagłosować. Jeśli będę się ostro sprzeciwiał poglądom mainstreamu i przekonam 2%. które na mnie zagłosuje - to sukces! Jeśli zacznę mówić jak mainstream i zagłosuje na mnie całe 10% - to katastrofa. Jasne?,Korwin
Może. Ale 40 lat temu Polska była 20 razy bogatsza od ChRL - po czym Polska weszła do UE. a Chiny nie. i nie dostały z Zachodu żadnej pomocy. Widzi Pan różnicę?,Korwin
USA nie mają tu nic do odrzucania lub nie. To postanowienie jest po prostu nieważne.,Korwin
...ale łatwiej przeżyje mikrofima opalająca piec węglem z biedaszybu,Korwin
I oczywiście: za Tuskiem - czy za Kaczyńskim; za PiS - czy za PO. Ludzie POWARIOWALI. A. i jeszcze: za Putinem - czy przeciw.,Korwin
Wojna obronna jest wtedy. gdy się bronimy. Natomiast nie możemy się bronić. bo nikt na nas nie napadł. CBDO.,Korwin
Nie. To mainstream zwariował,Korwin
rosły,Korwin
Co Pan wygaduje!! Byłem 8 lat temu na wyborach w Mołdowie jako obserwator z ramienia PE. Zapewniam Pan. że biedni - zwłaszcza Gagauzi - ze szczerym i dobrze motywowanym przekonaniem. optowali za Rosją. I absolutnie nie byli przekupieni. Szczerzy,Korwin
Macie libertarianina!! Krytykuje państwo nie za to,Korwin
Jutro o 11.00 w Warszawie na ul.Świętojańskiej (przy archikatedrze) przypominamy o rocznicy odzyskania przez Polskę niepodległości - ogłoszonej 7-X-1918 przez Radę Regencyjną.  Zapraszam! Przy okazji można się zapisać do parti KORWiN!,Korwin
Koedukacja jest jednym z głównych powodów upadku naszej cywilizacji. I okazuje się:  że NIKT jej nie wymyślił. Tak-jakoś sama się zrobiła!!,Korwin
Tak: siły prowojenne usiłują w ostatnim tygodniu przed wyborami doprowadzić do III WŚw. w nadziei. że podczas wojny wyborcy nie będą chcieli zmieniać rządzących. Wczoraj jako świadek zeznawałem w prokuraturze oskarżając JE Radosława Sikorskiego o działanie na rzecz wojny z Rosją.EXCLUSIVE: Bipartisan House members push Biden to allow Poland to shoot down Russian missiles over Ukraine https://thehill.com/homenews/house/4960374-biden-poland-air-defense-ukraine/…,Korwin
Pan sądzi. że CPK zostanie zbudowane przed oncem wojny?!?,Korwin
W Kalifornii ostatni Demokrata przegonił ostatniego Republikanina. więc mogą już przestać liczyć głosy. Wynik będzie 220:215.,Korwin
Niestety: Polska jest chyba ostatnim krajem w Europie. który by zasłużył na posiadanie monarchii. Polacy - tak jak to robili od wprowadzenia I Rzeczypospolitej - tylko by pytali: Jak tu królowi przeszkodzić?. Czy w Polsce ktoś by to zaśpiewał?!?,Korwin
Król - w odróżnieniu od Senatu i Sejmu - zjada tylko jeden obiad. Urzędników w całym królestwie za Kazimierza Wielkiego było 500. Dlatego na barkach poddanych spoczywał znacznie mniejszy ciężar.,Korwin
Dokładnie tak! Armia Rosji - Wrangel. Krasnow. Denikin itd. z Armia Czerwoną walczyła - i dzieki Piłsudskiemu: przegrała.,Korwin
Bo każdy producent szminek wie. że babom mozna wszystko wmówić.,Korwin
Tak - przymusowe wakacje; dokładnie. Mickiewicz na zsyłce pisał np.Sonety Krymskie. Dybowski badał Bajkał. Czerski góry   Pan myli katorgę (dla tych,Korwin
Kto by pomyslał. że ludzie pokroju tow.Jana Śpiewaka będą wspierać prokuratorów nasłanych przez p.Zbigniewa Ziobrę. by za wszelką cenę wykryć morderców Jolanty Brzeskiej. Ale nawet oni nie dali rady. Stalin to by miał prokuratorów. którzy znaleźliby 'winnych'. ale na szczęście...,Korwin
wydaje WIĘCEJ niż Szwecja (w ogóle prawie najwięcej w UE) - w przyszłym roku 49%.,Korwin
Orzeszek (laskowy...),Korwin
Nie mam. niestety...,Korwin
https://pbs.twimg.com/ext_tw_video_thumb/1855361249049276416/pu/img/4O_ooTw4JVlSxudK.jpg,Korwin
W republice i d***kracji całe państwo należy do nas. Ale choćbyśmy byli nie wiem jak czujni i zaangazowani. nie jesteśmy w stanie nawet przypomnieć sobie 1/10 afer z ubiegłego miesiąca - nie mówiąc już o reakcji. A ile kradną na szczeblu gminnym itd.? W normalnym państwie. czyli,Korwin
Ja miałbym blokować swoją uchwałę?????,Korwin
Nie wiem. Tam do dziś jest Koło Lekarzy Polaków,Korwin
Kończąc ten dzień: NIE MYLMY NIEPODLEGŁOŚCI Z WOLNOŚCIĄ!  Kambodża była nieżle zarządzaną kolonią francuską. Uzyskała niepodległość i wpadła pod rządy Czerwonych Khmerów. którzy stworzyli najgłupszy i najokrutniejszy reżym w historii świata. Wymordowali ⅓ Khmerów. Niepodległych!,Korwin
Nudny Pan jesteś... Konkrety proszę!,Korwin
I wrócił. I popełnił samobójstwo.,Korwin
Dokładnie odwrotnie. To nabywcy mieszkań mają pieniądze. a więc siłę. Developer włożył swój kapitał w firmę i teraz skamle. by ludzie chcieli jego produkt  kupić! Developerzy bankrutują - nie nabywcy!,Korwin
Zaraz: jak developerzy starają się zabudować wszystko. co się da. to zaniżają podaż mieszkań???!!!?,Korwin
1.W języku izraelskim prawicowy to taki,Korwin
Ostatnie dwa sukcesy naukawców z czasów śp.Stanisława Gomułki: 1.Kryl (zamiast mięsa skorupiaki z Antarktydy) 2. Glinolepka (podłoga z utwardzanej gliny z dodatkami). L*d Roboczy w postaci członków PZPR zawył z przerażenia i obalił Gomułkę. Teraz świerszcze i ta parówka to mało?> Chińczycy robią pociąg osiągający 1000 km/h > Elon Musk 10x obniża koszty wysłania materiałów w kosmos  > Polacy:,Korwin
Mam 1000 bitcoinów. I?,Korwin
A ja poznałem; przedsiębiorcę głosującego na skrajnie lewicową Unię Pracy!!,Korwin
Jakich emocyj??,Korwin
Tak. Republiki lub Monarchii Oświeconej. Natomiast nie D***kracji. gdzie rządzi rozpasany motłoch. z Robespierr'ami. Trockimi i Śpiewakami na czele,Korwin
Po co? Zachód zaraz przestanie wspierać - i trzeba tylko WRAZ Z ROSJĄ czuwać. by nie groził sąsiadom.,Korwin
Bo to święto sanacji. najgorszego ustroju Polski! Obchodzone zresztą tylko dwa razy: w 1937 i 1938,Korwin
To tytuł. Odnosi sie do urzedu. nie do osoby,Korwin
Wolna Wigilia spowoduje straty prawie wyłącznie w firmach zatrudniających ludzi z kręgów poza-katolickich. Pozostałe branże dopasują się elastycznie. acz nie bez drobnych strat.  A w ogóle zimą praca jest mniej efektywna. Odpadnie ogrzewanie wielu pomieszczeń... Jestem za!,Korwin
Nie. konwalia,Korwin
Jakie przesłanki? Jest choć jeden podejrzany? Jeśli mianowani przez p.Zbigniewa Ziobre prokuratorzy mimo Jego nacisków nikogo nie znaleźli...,Korwin
a tak w polskiej Sieci jest kilka wariantów. np.: Cyprian Kamil Norwid What man dost thou dig it for?...                                                                             Hamlet                                 1 - Jeśli ma Polska pójść nie drogą mleczną W cało-ludzkości,Korwin
Gdzie ja piszę o edukacji. w dodatku państwowej? Moja rodzina została całkowicie spolonizowana bez tego - po prostu mieszkając wśród Polaków; gdyby moi przodkowie chodzili do reżymowej szkoły polskiej i były polonizowane a la Czarnek. to ja dziś byłbym patriotą niemieckim!,Korwin
Co do podpisania przez Polskę Paktu Anty-KomInternowskiego. Po zabezpieczeniu z tej strony Hitler miałby dwie możliwości: 1.Uderzyć na Francję by wyeliminować zagrożenie z Zachodu. Minus jest taki. że Stalin świetnie by wiedział. że to tylko po to. by potem spokojnie zaatakować,Korwin
Drogi panie Jeremiaszu! Tu nie chodzi o Pana. tylko o to. że w Polsce nie wiadomo dlaczego realizowane jest zalecenie Deep State by pokazywać o ile się da białą kobietę z ciemnoskórym!!,Korwin
Dziś Dzień Zaduszny. Piękna pogoda! Jestem na Powązkach i innych cmentarzach.,Korwin
Spotykamy się o 13.00 pod CePeLią – ale tu obszerne wyjaśnienie. dlaczego zwalczam święto 11 listopada. Kochani – pozwólcie sobie powiedzieć: jesteście ciemni jak tabaka w rogu. Nie znacie historii Anglii. Niemiec. Rosji – ale przede wszystkim Polski. której historia jest przezPrezes @JkmKorwin  przypomina czym jest rocznica obchodzona 11 Listopada #11listopada.   11 Listopada nastąpiło tylko przekazanie władzy przez Radę Regencyjną socjaliście tow. Ziukowi Piłsudskiemu z Polskiej Partii Socjalistycznej,Korwin
doomer195 : Każde obecnie bogatsze państwo dorobiło się głównie na eksporcie.,Korwin
Ale to jest na poważnie!,Korwin
Przepraszam: Pan jakie państwo reprezentuje? Bo w PRLu SB miała ustawowy obowiązek trzymania danych w talemnicy - a Wy. co robicie sobie zestawienie. czym jesteście z'obowiązani do zachowania tajemnicy?,Korwin
Potężny Seb Ross wykopał ten tweet WCzc.Krzysztofa Bosaka - i można zrozumieć. że obecny v-marszałek Sejmu był wtedy pod wpływem emocyj. a także pod naciskiem opinii publicznej - na co ja. jako nieco zaawansowany starzec. jestem całkowicie odporny (dlatego wszelkie dalekosiężne,Korwin
Czemu #RadekWyganiaRosjan ? Bo ma nadzieję. że nie wytrzymają kolejnej prowokacji. obrzucą nas bombami. da Bóg atomowymi - i wreszcie wybuchnie III Wojna Światowa!! Hurra!!! A może dobrze. że wyrzuca Ambasadora? Skoro nie potrafimy Go ochronić nawet przed oblaniem czerwoną farbą?,Korwin
Gruzińska Centralna Komisja Wyborcza zaprosiła opozycję na dyskusję o uczciwości wyborów. Opozycja użyła bardzo przekonujących argumentów dowodzących. że jednak zostały sfałszowane:   Podobnie silnym argumentem są masowe demonstracje na ulicach Tbilisi.🧐Przewodniczący Centralnej Komisji Wyborczej Georgii został oblany czarną farbą przez członka opozycji podczas przeglądu wyników wyborów. Spotkanie zostało zawieszone.,Korwin
Potraktuję Pana poważnie. Niech Pan spojrzy na giełdę w NY. Są tam setki tysięcy drobnych prywatnych przedsiębiorstw - i są miliony. których nie ma na giełdzie. Pan ich nie zna. Pan zna 20 Wielkich Firm amerykańskich. Tylko ich za 20 lat już nie będzie... ...a te miliony zostaną.,Korwin
Jeśli zakłada dobrowolnie,Korwin
Wszystko rozumiem - ale IV m. na tej liście wstydu ojczyzny Pana Kichota (czyli Don Quijot'a). Pana Jana czyli Don Juana i np. p.Juliusza Iglesiasa... Co się stało z Andaluzją. Aragonią. Asturią. Estramadurą. Galisją. Kastylią. Katalonią. Leon i Walencją?,Korwin
To. co napisałem. jest w pigułce tu:Krótkie nogi kłamstwo ma...  x.com/Wipler1978/sta…,Korwin
Nie. Ale widziałem kilka filmów z lądowania Marsjan.,Korwin
... sed magis amica Veritas,Korwin
Oficer AZOWa w KYIV POST pokazuje dramatyczną sytuację sił Ukrainy w Donbasie:  Coś w tym jest. bo po tragicznym upadku Węglodaru Rosjanie posuwają się tam dziennie nie o 40 m. lecz o kilometr. Czytajcie - bo w Polsce reżym chce przywrócić pobór do wojska!!,Korwin
Dyplom MBA też...,Korwin
Nie - tylko niemal zawsze wyniki są bardziej prawicowe. niż podawane przez sondażownie.,Korwin
Rocznicę rozejmu w Compiègne uczciłem. ale na Marsz nie poszedłem. Pocieszające jest to. że gdy zdobędziemy władzę takie same (a nawet większe: lepsza pogoda. cieplej!) tłumy będą maszerowały 7 października!  Z czego nic nie wynika... Tu zakończenie I Wojny Światowej 11-XI-1918:,Korwin
Proszę Pana! Ja walczę o Prawdę - i mam w nosie procenty poparcia! Prawda co prawda czasem wygrywa z dużym opóźnieniem - ale to nie znaczy. że nie należy o Nią walczyć!,Korwin
Ewuńcia () napisała z tryumfem: (...) czasy się zmieniły!! Już nie jesteśmy zależne finansowo od jakiegoś głupka.,Korwin
Panie! Jak dziewczyna się puszcza. to jest k***a. jak facet ma wiele kochanek. to jest Don Juan. Pan jest za równouprawnieniem??,Korwin
Obie strony się boją. Gdyby USA zaatakowały. rosyjskie rakiety wystartują i zniszczą kawał Ameryki. Jeśli jednak stacja w Redzikowie wykryje ich start o paręnaście sekund wcześniej. to przeciwrakiety je zniszczą. Odstraszenie przestało działać.  Za trudne🤔? A po co ją budowali?,Korwin
Gdyby Polska-Rosja-Węgry chciały wybudować EA w Polsce. to byłby wrzask o ryzyku.  Gdyby w Królewcu - wrzask podnieśliby Rosjanie mieszkający w Skaldowii (i LItwini). Samo to. by przy budowie EA pytać o zdanie Suwerena. czyli L*d. to absurd. Najwyższy czas na powrót monarchii!!,Korwin
Czy Meksyk - nie znoszący gringos. bo chcący odzyskać 1/3 terytorium utraconego po napaści USA: - ależy do jakiegoś wrogiego Stanom paktu wojskowego? - posiada rakiety zdolne zaatakować Waszyngton i Nowy Jork? Jeśli nie: to ma czuć się mniej suwerenny niż Ukraina?,Korwin
To mój kolejny błąd. Po pojawieniu się Sieci uznałęm. że teraz wygram - a należało wsadzić mordę w kubeł i rozmawiać wyłącznie z wojskowymi,Korwin
Kiedy 11-XI-1918 własnie nałożono nam. kajdany!!!,Korwin
To tyko świadczy. że mam zaufanie do ludzi. Pozytywna cecha. w zasadzie...,Korwin
But the missile. that had killed 2 Poles in Przewodowo in 2022 was Ukrainian!!!!,Korwin
Pan zwariował! Pan w każdym businessie podejrzewa szantaże. Pewnie. że można by zainstalować taki wyłącznik. ale Rosja by takiego szantażu w ogóle nie odnotowała; Polska tylko trochę bardziej; Węgry - tak! Tu się prowadzi nrmalny business. słyszał Pan np. o EoroPolKomie?,Korwin
To NIE jest PEŁNY tryumf mej teorii. Moje hipoteza wyjaśniająca dziwne ruchy w polityce zakładała: 1.Istnieje jakaś tajna organizacja wpływająca na politykę 2.Ta organizacja jest jakoś powiązana z AngloSasami (wyjątkowo bawią mnie trolle twierdzące. że terminu AngloSasi używam,Korwin
W normalnym kraju żony nie mogą działać wbrew mężowi bo stanowią jedno ciało.,Korwin
Z wyjątkiem lat 1939-41 hitlerowcy i staliniści nie zgadzali się. Powiedzmy. że Stalin uważał. że Morawianie nie są narodem - a Hitler. że są. Pisząc na ten temat MUSZĘ więc być zgodny albo z Hitlerem. albo ze Stalinem.  Prawdziwość zdania nie zależy od tego. kto je wypowiedział.,Korwin
Eee. ten wzrost to w dużej mierze produkcja czołgów i rakiet...,Korwin
Na przekór huraganowi zwolennik p.Trumpa wywiesza Jego flagę na molo na Florydzie.   Komentarze pełne podziwu. Ludzie pytają: gdzie podziały się feministki. transwestyci. Młodzi Wykształceni z Wielkich Miast? Ludzi ratują faceci w wieku średnim. rednecks!WATCH: Florida man puts up Trump flag in Naples. Fla. as storm surge worsens,Korwin
Pełne zaskoczenie. W meczu Młodości z Doświadczeniem wygrało Doświadczenie. Wygrana Czarnymi we francuskiej...,Korwin
I gdyby było normalnie rząd by upadł. Ponieważ mają ogromne wpływy z gazu. to mogą spokojnie budować socjalizm i mieć w nosie producentów. Na całym świecie socjalizm zwycięża (co przewidział Karol Marx) bo mamy wszystkiego za dużo. Klasyczna ekonomia zajmuje się pomnażaniem dóbr,Korwin
ale t nie do lewackich babsztyli.,Korwin
Wzajemnie!,Korwin
Pan to poważnie?? Nawet wbrew interesowi centrali'? Ciągnie do siebie - czyli do kogo? Pracownik z Brazylii jeździ autem brazylijskim?,Korwin
Polscy juniorzy znów zdobyli złoty. dwa srebrne i brązowy medal w szachach w Brazylii. Polscy brydżyści zdobyli dwa najcenniejsze złote medale na brydżowej olimpiadzie w Buenos Aires. A dlaczego rządzą nami nie oni. tylko złodzieje i idioci? Bo elity wybierane są d***kratycznie,Korwin
Zarządzone przez CKW częściowe przeliczenie nie wykazało istotnych różnic:  Prokuratura poprosiła JE Salomeę Zurabishvili by wskazała miejsca fałszerstw. ta jednak powiedziała. że jest to wiedza powszechna. Wygląda na to,Korwin
Cała produkcja III RP (z ustawami na czele!). UE. ONZ itp. to jedna Wielka Myrcha. Jak kiedyś broniono 3 doktoratów rocznie to był poziom; jak się broni rocznie 3000 to w 999‰ musi być myrcha. Liczba ludzi myślących jest ograniczona i b. mała. Polecam nowelkę CZARNA WALIZECZKA.,Korwin
Przecież widzi Pan!,Korwin
W Iowa Republikanka wygrała o 1000 głosów - liczą powtórnie. W Kalifornii przeliczono 98%; w okręgu 13 Republikanin prowadzi o 300 głosów. w okręgu 45 Demokrata prowadzi o 400; będą liczyć jeszcze raz?,Korwin
że idzie tam po to,Korwin
Ale-ż panie Marceli! Przecież to bardzo dobrze. że idiotki wierzące w ekologiczny tryb życia nie będą miały dzieci!,Korwin
Kupa wariatek (obie senatoressy i 5 posłanek) opuściła partię RAZEM by pozostać w rządzącym klubie Lewicy. WCzc.Adrianowi Zandbergowi pozostały 3 posłanki (z czego dwie jeszcze większe wariatki) i skrajny lewak. Po co było dawać lewaczkom tyle wolności i mieć w klubie d***krację?,Korwin
Nigdy nie byl dalej??? Nie czytał Pan wypowiedzi amerykańskich generałów obiecujacych,Korwin
Może trochę zaokrągliłem; Teheran mówi o 400...,Korwin
A niech Pan porówna poziom życia w Królestwie Polskim - i Królestwie Galicji i Lodomerii (gdzie rzadzili. niestety. Polacy). Ale najlepiej się żyło w zaborze pruskim.,Korwin
Czyli jak ktoś jest przeciwko Lewicy i Razem to jest komunistą??!!?,Korwin
Panie!!! Parlament Krymu był wybrany dwa lata wcześniej. za okupacji Krymu przez Ukrainę!!! I głosował ZANIM Rosjanie tam weszli. Chyba w 100%...,Korwin
Nie rozumiem: jaką krzywdę ponoszą ewidencjonowani. którzy przecież nie wiedzą. że są ewidencjonowani. Natomiast państwo broni się przed mniejszościami. które w d***kracji mogą łatwo opanować państwo. Co właśnie ta mniejszość robi... PRLu mało co nie opanowała mafia nowosądecczan,Korwin
Po każdych (prawie) wyborach to samo...To. że  kłamiecie - to jasne: jest d***kracja. więc musicie kłamać; taki ustrój... Ale to. że za każdym razem wierzycie we własne kłamstwa - to już wymaga pilnej wizyty u psychiatry...,Korwin
gdy zwrot lewicowy i postępowy znów mogą być używane do straszenia dzieci! Np. paraliż postępowy,Korwin
Trzeba być realistą. I weredykiem. Rozumiem: śp.Floyd nie był narkomanem. śp.Brzeska nie była menelką - bo Walczyli o Sprawę L**u!,Korwin
https://pbs.twimg.com/amplify_video_thumb/1850223733920931840/img/IiWWTAnhLmWesJ2L.jpg,Korwin
W Kazaniu (Tatarstan) odbył się kolejny kongres BRICS. Liczy już 9  członków. aspiruje ok.30. Był p.Antoni Guterres. gensek ONZ. Na spotkaniu JE Włodzimierz Putin powiewał projektem nowych transferowych banknotów BRICS. Jestem rozczarowany: znów papierki?,Korwin
ile go produkuje jedna mrówka - to z,Korwin
A dziś kobiety zasuwają 14 godzin na dobę - i co głupsze jeszcze kwiczą z radości: Mamy równouprawnienie! Cudownie nam się dzieje!,Korwin
Ludzie: gdzie ja żyję? Tak nienawidzicie Rosji. że za chwilę Wam wyjdzie. że nawet Związek Sowiecki był lepszy od carskiej Rosji!!,Korwin
Kto mówi o jakiejś prowokacji?!? Powtarzam wyjasnienie o 7.10,Korwin
Czytam komentarze do przyznania przez Polską Agencję Rozwoju Przemysłu 17 mln zł na p.Olgę Tokarczuk i 100 mln dla p.Sebastiana Kulczyka - pełne oburzenia. rzecz jasna. Bo czemu im - a nie innym. Czemu małej firmie. a nie dużej? Czemu Ukraince. a nie Polce?   30 lat temu połowa,Korwin
Nie żartujcie: jesteście ekspertami - a nie propagandzistami jednej strony?,Korwin
To. że Europa Zachodnia kompletnie zbzikowała to banalna prawda. Jest to rosyjska mądrość ludowa: Ot żyra biesitsja... (Od tłuszczu w głowach się przewraca),Korwin
Dlatego. że na prowincji wygrała partia patriotyczna. a w stolicy europejczycy. I zachodnia agentura chce wykorzystać mieszkańców stolicy,Korwin
Rekord szybkości. 11-XI-1918 Rada Regencyjna dała śp.Józefowi Piłsudskiemu pełnię władzy w powstałym w 1917 Królestwie Polskim. 14-XI JP rozwiązał RR. a 15 ogłosił... powstanie Rzeczypospolitej! Przypomnę: Bułgaria. Rumunia. Grecja. Włochy. Węgry. Dania. Szwecja były monarchiami.,Korwin
Żartuje Pan? Ten termin pojawił się już był w XV wieku  A to napisał III polski Wieszcz:  Wydałem to pod ziemią w 1984:,Korwin
Czy jeśli WCzc.Antoni Macierewicz zablokował dotarcie Jedwabnego Szlaku do Łodzi to znaczy. że jest On agentem CIA?  A jeśli wpychał JE Aleksandra Łukaszenkę w objęcia Kremla (co nadal grozi!) to jest to #AgentAntoni ? Zrozumcie: idiotów jest znacznie więcej. niż agentów!!,Korwin
Czy w 1943 Polacy mieszkający w ZSRS głosowaliby za ZSRS?!? No. to odrobina logiki. Przecież w Rosji jest podobno OKROPNIE. Więc skąd przekonanie. że mieszkający w Rosji Mołdowianie głosowaliby przeciwko UE - gdyby dano im karty do głosowania. oczywiście...⚡️‼️Nie jesteśmy ludźmi drugiej kategorii,Korwin
Droga Pani!  Po prostu. jak pisze. Ale zgodzi się Pani. że kobiety nie powinny być zmuszane do nauki matematyki?,Korwin
Jak wczoraj napisałem. wśród Żydów jest pełno rasistów - czemu trudno się dziwić. skoro Pismo Święte nazywa żydów Narodem Wybranym. Chrześcijanie często nazywają żydów Starszymi Braćmi w Wierze - a młodsi bracia,Korwin
Tyle. że korytarz Zangezur na razie nie istnieje,Korwin
Robimy. co możemy,Korwin
Zadał Pan sobie trud na napisanie. więc potraktuje Pana poważnie. choć powinien Pan po prostu poczytać. Otóż: na Krymie było 76% Rosjan. 12% Tatarów i 6% Ukraińców mówiących po rosyjsku (bo aby byc w administracji trzeba było udawac Ukraińca); po ukraińsku nie mówił tam nikt.,Korwin
Ale co to ma do rzeczy??? On może być z Marsa. a ona z Jowisza - chodzi o to. że lansuje się parę: on Czarny. ona Biała. Jest to dowód. że Murzyni są arystokracją. bo kobiety zawsze lgną do arystokratów. Sto lat temu para jeśli była różnokolorowa to tylko Murzynka z Białym...,Korwin
manipulacja…,Korwin
D***kracja. czyli Dyktatura Większości. jest zawsze zła. Dyktatura Jednostki jest zła lub dobra - w zależności od jednostki... Ale w wyniku selekcji naturalnej monarchie się ulepszają. a d***kracje - nie!,Korwin
...to byłbym bogaty....,Korwin
Nie...,Korwin
